ensembl_gene_id	uniprot_swissprot
ENSG00000139726	
ENSG00000108691	CCL2_HUMAN
ENSG00000070814	
ENSG00000129170	CSRP3_HUMAN
ENSG00000103528	SYT17_HUMAN
ENSG00000254415	SIG14_HUMAN
ENSG00000135828	RN5A_HUMAN
ENSG00000188916	F196A_HUMAN
ENSG00000188916	
ENSG00000135828	
ENSG00000177494	ZBED2_HUMAN
ENSG00000152520	PAN3_HUMAN
ENSG00000230456	DDR1_HUMAN
ENSG00000230456	
ENSG00000175634	KS6B2_HUMAN
ENSG00000125148	MT2_HUMAN
ENSG00000167880	
ENSG00000120156	TIE2_HUMAN
ENSG00000257062	
ENSG00000146476	CF211_HUMAN
ENSG00000139131	SYYM_HUMAN
ENSG00000146476	
ENSG00000125148	
ENSG00000204406	MBD5_HUMAN
ENSG00000139131	
ENSG00000117983	MUC5B_HUMAN
ENSG00000106617	AAKG2_HUMAN
ENSG00000149100	EIF3M_HUMAN
ENSG00000233599	TRI15_HUMAN
ENSG00000251695	
ENSG00000117983	
ENSG00000120659	TNF11_HUMAN
ENSG00000105509	
ENSG00000233599	
ENSG00000204256	BRD2_HUMAN
ENSG00000214871	
ENSG00000105509	HAS1_HUMAN
ENSG00000198945	LMBL3_HUMAN
ENSG00000204256	
ENSG00000047634	SCML1_HUMAN
ENSG00000227780	ZBT22_HUMAN
ENSG00000204406	
ENSG00000198945	
ENSG00000227780	
ENSG00000143333	RGS16_HUMAN
ENSG00000106617	
ENSG00000240891	PLCX2_HUMAN
ENSG00000149452	S22A8_HUMAN
ENSG00000205795	CYS1_HUMAN
ENSG00000120156	
ENSG00000129566	
ENSG00000130518	K1683_HUMAN
ENSG00000240891	
ENSG00000149452	
ENSG00000179813	F216B_HUMAN
ENSG00000109756	
ENSG00000113761	
ENSG00000130518	
ENSG00000124140	S12A5_HUMAN
ENSG00000178695	KCD12_HUMAN
ENSG00000233502	
ENSG00000169715	MT1E_HUMAN
ENSG00000172171	TEFM_HUMAN
ENSG00000169715	
ENSG00000178105	DDX10_HUMAN
ENSG00000155099	TM55A_HUMAN
ENSG00000062282	
ENSG00000167880	EVPL_HUMAN
ENSG00000047634	
ENSG00000155099	
ENSG00000135999	
ENSG00000188566	NDOR1_HUMAN
ENSG00000178105	
ENSG00000272442	T151B_HUMAN
ENSG00000116337	
ENSG00000182747	S35D3_HUMAN
ENSG00000172171	
ENSG00000173456	RNF26_HUMAN
ENSG00000102794	IRG1_HUMAN
ENSG00000102794	
ENSG00000272442	
ENSG00000186510	CLCKA_HUMAN
ENSG00000229544	NKX12_HUMAN
ENSG00000086758	
ENSG00000094916	CBX5_HUMAN
ENSG00000113761	ZN346_HUMAN
ENSG00000229544	
ENSG00000135824	RGS8_HUMAN
ENSG00000170776	
ENSG00000223953	C1QT5_HUMAN
ENSG00000188566	
ENSG00000170776	AKP13_HUMAN
ENSG00000102805	CLN5_HUMAN
ENSG00000062282	DGAT2_HUMAN
ENSG00000094916	
ENSG00000197142	ACSL5_HUMAN
ENSG00000109861	CATC_HUMAN
ENSG00000109861	
ENSG00000174840	
ENSG00000135824	
ENSG00000159720	VA0D1_HUMAN
ENSG00000270898	ASB3_HUMAN
ENSG00000159720	
ENSG00000241534	CFAB_HUMAN
ENSG00000048028	UBP28_HUMAN
ENSG00000174840	PDE12_HUMAN
ENSG00000048028	
ENSG00000109756	RPGF2_HUMAN
ENSG00000231925	TPSN_HUMAN
ENSG00000224103	DPA1_HUMAN
ENSG00000231925	
ENSG00000136243	NUPL2_HUMAN
ENSG00000206206	DAXX_HUMAN
ENSG00000224103	
ENSG00000100344	PLPL3_HUMAN
ENSG00000105137	SYDE1_HUMAN
ENSG00000105479	CC114_HUMAN
ENSG00000230900	VATG2_HUMAN
ENSG00000135999	EPC2_HUMAN
ENSG00000105137	
ENSG00000107902	
ENSG00000100344	
ENSG00000081760	AACS_HUMAN
ENSG00000197142	
ENSG00000230900	
ENSG00000133106	ESIP1_HUMAN
ENSG00000261210	
ENSG00000261210	CL19A_HUMAN
ENSG00000081760	
ENSG00000206206	
ENSG00000107902	LHPP_HUMAN
ENSG00000235718	MFRP_HUMAN
ENSG00000020922	MRE11_HUMAN
ENSG00000136243	
ENSG00000020922	
ENSG00000075975	MKRN2_HUMAN
ENSG00000099834	CDHR5_HUMAN
ENSG00000235718	
ENSG00000155100	OTU6B_HUMAN
ENSG00000146221	TCTE1_HUMAN
ENSG00000104885	DOT1L_HUMAN
ENSG00000075975	
ENSG00000146221	
ENSG00000155100	
ENSG00000104885	
ENSG00000133106	
ENSG00000099834	
ENSG00000168404	MLKL_HUMAN
ENSG00000226467	PLCA_HUMAN
ENSG00000114113	RET2_HUMAN
ENSG00000166948	TGM3L_HUMAN
ENSG00000140968	IRF8_HUMAN
ENSG00000182170	MRGRG_HUMAN
ENSG00000124664	SPDEF_HUMAN
ENSG00000114113	
ENSG00000140968	
ENSG00000116337	AMPD2_HUMAN
ENSG00000129566	TEP1_HUMAN
ENSG00000184350	MRGRE_HUMAN
ENSG00000259159	
ENSG00000184350	
ENSG00000159023	41_HUMAN
ENSG00000158270	COL12_HUMAN
ENSG00000100280	AP1B1_HUMAN
ENSG00000268317	
ENSG00000184908	CLCKB_HUMAN
ENSG00000160180	TFF3_HUMAN
ENSG00000139323	
ENSG00000160180	
ENSG00000184908	
ENSG00000101966	
ENSG00000177143	CETN1_HUMAN
ENSG00000213988	
ENSG00000112874	NUD12_HUMAN
ENSG00000168404	
ENSG00000196850	PPTC7_HUMAN
ENSG00000100280	
ENSG00000005812	FBXL3_HUMAN
ENSG00000062485	
ENSG00000136868	COPT1_HUMAN
ENSG00000171345	K1C19_HUMAN
ENSG00000215527	
ENSG00000112874	
ENSG00000139323	POC1B_HUMAN
ENSG00000005812	
ENSG00000171345	
ENSG00000136868	
ENSG00000213988	ZNF90_HUMAN
ENSG00000205364	MT1M_HUMAN
ENSG00000205364	
ENSG00000233450	KIFC1_HUMAN
ENSG00000185519	F131C_HUMAN
ENSG00000233450	
ENSG00000167881	SRP68_HUMAN
ENSG00000176386	CDC26_HUMAN
ENSG00000168374	ARF4_HUMAN
ENSG00000197415	MELT_HUMAN
ENSG00000168374	
ENSG00000135838	NPL_HUMAN
ENSG00000129173	E2F8_HUMAN
ENSG00000101230	ISM1_HUMAN
ENSG00000159023	
ENSG00000132026	RTBDN_HUMAN
ENSG00000184060	
ENSG00000079101	
ENSG00000144824	PHLB2_HUMAN
ENSG00000105088	NOE2_HUMAN
ENSG00000132026	
ENSG00000163536	
ENSG00000129173	
ENSG00000101966	XIAP_HUMAN
ENSG00000253304	T200B_HUMAN
ENSG00000197415	
ENSG00000105088	
ENSG00000167881	
ENSG00000205639	MFS2B_HUMAN
ENSG00000172113	NDK6_HUMAN
ENSG00000135838	
ENSG00000205639	
ENSG00000144824	
ENSG00000100034	PPM1F_HUMAN
ENSG00000214954	
ENSG00000100034	
ENSG00000173757	STA5B_HUMAN
ENSG00000163536	NEUS_HUMAN
ENSG00000172113	
ENSG00000079101	CLUL1_HUMAN
ENSG00000100461	
ENSG00000214954	LRC69_HUMAN
ENSG00000168765	GSTM4_HUMAN
ENSG00000148835	TAF5_HUMAN
ENSG00000101624	
ENSG00000143942	CHAC2_HUMAN
ENSG00000173757	
ENSG00000206481	MDC1_HUMAN
ENSG00000139352	ASCL1_HUMAN
ENSG00000206481	
ENSG00000036672	
ENSG00000116350	SRSF4_HUMAN
ENSG00000146857	STRA8_HUMAN
ENSG00000184060	ADAP2_HUMAN
ENSG00000168765	
ENSG00000168280	KIF5C_HUMAN
ENSG00000257860	
ENSG00000100347	SAM50_HUMAN
ENSG00000116350	
ENSG00000062485	CISY_HUMAN
ENSG00000168280	
ENSG00000036672	UBP2_HUMAN
ENSG00000231257	ATAT_HUMAN
ENSG00000142627	EPHA2_HUMAN
ENSG00000161960	
ENSG00000101191	DIDO1_HUMAN
ENSG00000005801	
ENSG00000100347	
ENSG00000124608	SYAM_HUMAN
ENSG00000005801	ZN195_HUMAN
ENSG00000206288	
ENSG00000102385	DRP2_HUMAN
ENSG00000057294	PKP2_HUMAN
ENSG00000126883	NU214_HUMAN
ENSG00000101624	CEP76_HUMAN
ENSG00000016402	I20RA_HUMAN
ENSG00000126883	
ENSG00000081791	DELE_HUMAN
ENSG00000206288	S39A7_HUMAN
ENSG00000131378	
ENSG00000016402	
ENSG00000176454	LPCT4_HUMAN
ENSG00000106328	FSCN3_HUMAN
ENSG00000106328	
ENSG00000089123	TASP1_HUMAN
ENSG00000135679	MDM2_HUMAN
ENSG00000176454	
ENSG00000089123	
ENSG00000235125	IKBL1_HUMAN
ENSG00000124160	NCOA5_HUMAN
ENSG00000124160	
ENSG00000081791	
ENSG00000149418	ST14_HUMAN
ENSG00000135679	
ENSG00000102385	
ENSG00000198963	RORB_HUMAN
ENSG00000256229	
ENSG00000160181	TFF2_HUMAN
ENSG00000103534	
ENSG00000197256	KANK2_HUMAN
ENSG00000213066	FR1OP_HUMAN
ENSG00000197256	
ENSG00000256229	ZN486_HUMAN
ENSG00000171700	RGS19_HUMAN
ENSG00000103534	TMC5_HUMAN
ENSG00000176358	TKN4_HUMAN
ENSG00000104415	
ENSG00000142632	ARHGJ_HUMAN
ENSG00000197044	
ENSG00000120675	DJC15_HUMAN
ENSG00000086758	HUWE1_HUMAN
ENSG00000150556	LPD6B_HUMAN
ENSG00000197044	ZN441_HUMAN
ENSG00000213366	
ENSG00000130477	UN13A_HUMAN
ENSG00000116353	MECR_HUMAN
ENSG00000142632	
ENSG00000213366	GSTM2_HUMAN
ENSG00000130477	
ENSG00000104415	WISP1_HUMAN
ENSG00000154839	SKA1_HUMAN
ENSG00000131378	RFTN1_HUMAN
ENSG00000267508	ZN285_HUMAN
ENSG00000160182	TFF1_HUMAN
ENSG00000204377	CA134_HUMAN
ENSG00000212122	TSSK1_HUMAN
ENSG00000080802	CNOT4_HUMAN
ENSG00000101017	TNR5_HUMAN
ENSG00000267508	
ENSG00000068912	ERLEC_HUMAN
ENSG00000150556	
ENSG00000198742	SMUF1_HUMAN
ENSG00000176358	
ENSG00000165182	CX058_HUMAN
ENSG00000154839	
ENSG00000165182	
ENSG00000163026	CB044_HUMAN
ENSG00000089163	
ENSG00000124299	PEPD_HUMAN
ENSG00000101017	
ENSG00000163026	
ENSG00000116353	
ENSG00000132881	RSG1_HUMAN
ENSG00000134086	VHL_HUMAN
ENSG00000184349	EFNA5_HUMAN
ENSG00000132881	
ENSG00000089163	SIR4_HUMAN
ENSG00000184349	
ENSG00000198062	
ENSG00000182973	CNO10_HUMAN
ENSG00000124299	
ENSG00000153487	ING1_HUMAN
ENSG00000221949	CL061_HUMAN
ENSG00000135502	
ENSG00000119737	GPR75_HUMAN
ENSG00000130382	ENL_HUMAN
ENSG00000204356	NELFE_HUMAN
ENSG00000204007	GL6D1_HUMAN
ENSG00000125484	
ENSG00000135502	S2610_HUMAN
ENSG00000182973	
ENSG00000113657	DPYL3_HUMAN
ENSG00000148386	LCN9_HUMAN
ENSG00000198062	POTEH_HUMAN
ENSG00000125510	OPRX_HUMAN
ENSG00000108688	CCL7_HUMAN
ENSG00000135829	DHX9_HUMAN
ENSG00000108688	
ENSG00000130640	GCP2_HUMAN
ENSG00000171848	RIR2_HUMAN
ENSG00000111110	PPM1H_HUMAN
ENSG00000125484	TF3C4_HUMAN
ENSG00000113657	
ENSG00000130640	
ENSG00000204852	
ENSG00000187123	LYPD6_HUMAN
ENSG00000145996	CDKAL_HUMAN
ENSG00000107968	M3K8_HUMAN
ENSG00000174010	KLH15_HUMAN
ENSG00000166920	NMES1_HUMAN
ENSG00000214309	MBLC1_HUMAN
ENSG00000107968	
ENSG00000166920	
ENSG00000196860	TO20L_HUMAN
ENSG00000214309	
ENSG00000213402	PTCA_HUMAN
ENSG00000204356	
ENSG00000187123	
ENSG00000223639	CLIC1_HUMAN
ENSG00000196860	
ENSG00000186919	ZACN_HUMAN
ENSG00000134070	IRAK2_HUMAN
ENSG00000237440	
ENSG00000105327	BBC3B_HUMAN
ENSG00000141639	MK04_HUMAN
ENSG00000100461	RBM23_HUMAN
ENSG00000196821	CF106_HUMAN
ENSG00000142227	
ENSG00000130522	
ENSG00000135249	RINT1_HUMAN
ENSG00000105327	BBC3_HUMAN
ENSG00000141639	
ENSG00000119782	FKB1B_HUMAN
ENSG00000237440	ZN737_HUMAN
ENSG00000196821	
ENSG00000145555	MYO10_HUMAN
ENSG00000106648	GLTL5_HUMAN
ENSG00000120658	ENOX1_HUMAN
ENSG00000130522	JUND_HUMAN
ENSG00000142227	EMP3_HUMAN
ENSG00000135249	
ENSG00000255874	CM029_HUMAN
ENSG00000145555	
ENSG00000120658	
ENSG00000119782	
ENSG00000172775	F192A_HUMAN
ENSG00000174527	
ENSG00000104332	SFRP1_HUMAN
ENSG00000172775	
ENSG00000109180	
ENSG00000120262	CC170_HUMAN
ENSG00000167986	DDB1_HUMAN
ENSG00000104332	
ENSG00000167986	
ENSG00000168843	FSTL5_HUMAN
ENSG00000106648	
ENSG00000165643	SOLH1_HUMAN
ENSG00000166148	
ENSG00000134184	GSTM1_HUMAN
ENSG00000226275	
ENSG00000134184	
ENSG00000174527	MYO1H_HUMAN
ENSG00000166148	V1AR_HUMAN
ENSG00000171051	FPR1_HUMAN
ENSG00000171848	
ENSG00000130741	IF2G_HUMAN
ENSG00000188677	PARVB_HUMAN
ENSG00000171051	
ENSG00000211935	
ENSG00000257260	
ENSG00000130741	
ENSG00000102755	VGFR1_HUMAN
ENSG00000157060	SHP1L_HUMAN
ENSG00000088448	ANR10_HUMAN
ENSG00000127995	
ENSG00000102755	
ENSG00000188186	LTOR4_HUMAN
ENSG00000204852	TECT1_HUMAN
ENSG00000181894	ZN329_HUMAN
ENSG00000258659	TRI34_HUMAN
ENSG00000088448	
ENSG00000171695	CT201_HUMAN
ENSG00000047188	YTDC2_HUMAN
ENSG00000170890	PA21B_HUMAN
ENSG00000188677	
ENSG00000214285	NPS_HUMAN
ENSG00000181894	
ENSG00000170890	
ENSG00000171049	
ENSG00000223952	TNFA_HUMAN
ENSG00000125522	NPBW2_HUMAN
ENSG00000047188	
ENSG00000188186	
ENSG00000215375	MYL5_HUMAN
ENSG00000171049	FPR2_HUMAN
ENSG00000186766	FOXI2_HUMAN
ENSG00000168288	MMAD_HUMAN
ENSG00000166592	RAD_HUMAN
ENSG00000168288	
ENSG00000166592	
ENSG00000215375	
ENSG00000134201	GSTM5_HUMAN
ENSG00000267001	
ENSG00000111671	SPSB2_HUMAN
ENSG00000112655	PTK7_HUMAN
ENSG00000128250	RFPL1_HUMAN
ENSG00000108813	DLX4_HUMAN
ENSG00000112655	
ENSG00000108813	
ENSG00000224941	
ENSG00000172156	CCL11_HUMAN
ENSG00000134201	
ENSG00000111671	
ENSG00000108384	
ENSG00000109180	OCAD1_HUMAN
ENSG00000118579	MED28_HUMAN
ENSG00000127995	CASD1_HUMAN
ENSG00000188171	ZN626_HUMAN
ENSG00000188171	
ENSG00000162344	FGF19_HUMAN
ENSG00000135862	LAMC1_HUMAN
ENSG00000135862	
ENSG00000108384	RA51C_HUMAN
ENSG00000149654	CAD22_HUMAN
ENSG00000239732	TLR9_HUMAN
ENSG00000105048	TNNT1_HUMAN
ENSG00000137177	KI13A_HUMAN
ENSG00000166197	
ENSG00000171606	
ENSG00000137177	
ENSG00000108700	CCL8_HUMAN
ENSG00000112474	DHB8_HUMAN
ENSG00000183629	
ENSG00000135097	MSI1H_HUMAN
ENSG00000115963	RND3_HUMAN
ENSG00000104154	ZNT4_HUMAN
ENSG00000135097	
ENSG00000172725	COR1B_HUMAN
ENSG00000176912	CR056_HUMAN
ENSG00000221995	TIAF1_HUMAN
ENSG00000118579	
ENSG00000206376	
ENSG00000172725	
ENSG00000105048	
ENSG00000134538	SO1B1_HUMAN
ENSG00000131437	KIF3A_HUMAN
ENSG00000131437	
ENSG00000166197	NOLC1_HUMAN
ENSG00000115963	
ENSG00000183629	GOG8F_HUMAN
ENSG00000180745	CLRN3_HUMAN
ENSG00000196132	MYT1_HUMAN
ENSG00000064195	DLX3_HUMAN
ENSG00000196132	
ENSG00000237333	
ENSG00000064195	
ENSG00000206376	EHMT2_HUMAN
ENSG00000171606	ZN274_HUMAN
ENSG00000222031	
ENSG00000149089	
ENSG00000089048	ESF1_HUMAN
ENSG00000198382	UVRAG_HUMAN
ENSG00000160183	
ENSG00000134202	GSTM3_HUMAN
ENSG00000198382	
ENSG00000185742	CK087_HUMAN
ENSG00000168038	ULK4_HUMAN
ENSG00000082269	F135A_HUMAN
ENSG00000131831	
ENSG00000184898	RBM43_HUMAN
ENSG00000082269	
ENSG00000131831	RAI2_HUMAN
ENSG00000174165	
ENSG00000184898	
ENSG00000100285	NFH_HUMAN
ENSG00000160183	TMPS3_HUMAN
ENSG00000174165	ZDH24_HUMAN
ENSG00000267795	
ENSG00000168038	
ENSG00000132155	RAF1_HUMAN
ENSG00000179826	MRGX3_HUMAN
ENSG00000149089	MTNB_HUMAN
ENSG00000179826	
ENSG00000132155	
ENSG00000248906	
ENSG00000149289	ZC12C_HUMAN
ENSG00000104164	BL1S6_HUMAN
ENSG00000149289	
ENSG00000123395	ATGA1_HUMAN
ENSG00000156508	EF1A1_HUMAN
ENSG00000123395	
ENSG00000160113	NR2F6_HUMAN
ENSG00000060656	PTPRU_HUMAN
ENSG00000130538	O11H1_HUMAN
ENSG00000187474	FPR3_HUMAN
ENSG00000160113	
ENSG00000137312	FLOT1_HUMAN
ENSG00000104164	
ENSG00000137312	
ENSG00000135486	ROA1_HUMAN
ENSG00000135486	
ENSG00000147606	
ENSG00000141873	
ENSG00000176890	TYSY_HUMAN
ENSG00000123609	NMI_HUMAN
ENSG00000091831	
ENSG00000058085	LAMC2_HUMAN
ENSG00000141748	ARL5C_HUMAN
ENSG00000134363	FST_HUMAN
ENSG00000141748	
ENSG00000151773	CC122_HUMAN
ENSG00000179088	CL042_HUMAN
ENSG00000123609	
ENSG00000178234	GLT11_HUMAN
ENSG00000186532	SMYD4_HUMAN
ENSG00000176890	
ENSG00000060656	
ENSG00000177324	BEND2_HUMAN
ENSG00000151773	
ENSG00000186532	
ENSG00000178234	
ENSG00000164485	I22R2_HUMAN
ENSG00000134042	
ENSG00000236237	TNFC_HUMAN
ENSG00000166595	MIP18_HUMAN
ENSG00000177990	D19L2_HUMAN
ENSG00000198445	TCPQM_HUMAN
ENSG00000134363	
ENSG00000166595	
ENSG00000198846	TOX_HUMAN
ENSG00000115128	PM14_HUMAN
ENSG00000177990	
ENSG00000164743	CH048_HUMAN
ENSG00000139173	
ENSG00000179088	
ENSG00000172967	XKR3_HUMAN
ENSG00000139173	TM117_HUMAN
ENSG00000123610	TSG6_HUMAN
ENSG00000118971	CCND2_HUMAN
ENSG00000141873	S39A3_HUMAN
ENSG00000118971	
ENSG00000162510	MATN1_HUMAN
ENSG00000110906	BACD3_HUMAN
ENSG00000146013	GFRA3_HUMAN
ENSG00000197658	
ENSG00000197658	S22AO_HUMAN
ENSG00000160229	
ENSG00000134042	MSTRO_HUMAN
ENSG00000130520	LSM4_HUMAN
ENSG00000156508	
ENSG00000160229	ZNF66_HUMAN
ENSG00000215568	GAB4_HUMAN
ENSG00000130520	
ENSG00000110906	
ENSG00000080189	S35C2_HUMAN
ENSG00000080189	
ENSG00000215568	
ENSG00000185467	IMA8_HUMAN
ENSG00000185053	SGCZ_HUMAN
ENSG00000136859	ANGL2_HUMAN
ENSG00000185053	
ENSG00000173905	GOLI4_HUMAN
ENSG00000206287	RING1_HUMAN
ENSG00000205362	MT1A_HUMAN
ENSG00000232421	TBB5_HUMAN
ENSG00000173905	
ENSG00000136859	
ENSG00000147606	S26A7_HUMAN
ENSG00000105321	CCDC9_HUMAN
ENSG00000162511	LAPM5_HUMAN
ENSG00000157014	TATD2_HUMAN
ENSG00000105321	
ENSG00000232421	
ENSG00000179630	
ENSG00000269095	
ENSG00000157014	
ENSG00000101193	GID8_HUMAN
ENSG00000167769	ACER1_HUMAN
ENSG00000161551	
ENSG00000179630	LACC1_HUMAN
ENSG00000157064	NMNA2_HUMAN
ENSG00000184999	
ENSG00000161551	ZN577_HUMAN
ENSG00000175265	GOG8A_HUMAN
ENSG00000136875	PRP4_HUMAN
ENSG00000146955	
ENSG00000162512	
ENSG00000247121	
ENSG00000146955	RAB19_HUMAN
ENSG00000272413	
ENSG00000184999	S22AA_HUMAN
ENSG00000258213	
ENSG00000162512	SDC3_HUMAN
ENSG00000198758	ES8L3_HUMAN
ENSG00000169026	MFSD7_HUMAN
ENSG00000226104	
ENSG00000169688	MT1B_HUMAN
ENSG00000005810	MYCB2_HUMAN
ENSG00000110975	SYT10_HUMAN
ENSG00000091831	ESR1_HUMAN
ENSG00000169688	
ENSG00000175265	
ENSG00000186335	S36A2_HUMAN
ENSG00000005810	
ENSG00000110975	
ENSG00000125414	
ENSG00000186335	
ENSG00000120160	EQTN_HUMAN
ENSG00000153814	
ENSG00000169026	
ENSG00000107147	
ENSG00000168286	THA11_HUMAN
ENSG00000102098	
ENSG00000153814	JAZF1_HUMAN
ENSG00000185055	EFC10_HUMAN
ENSG00000161558	TM143_HUMAN
ENSG00000185055	
ENSG00000107147	KCNT1_HUMAN
ENSG00000177663	I17RA_HUMAN
ENSG00000068878	PSME4_HUMAN
ENSG00000248746	
ENSG00000196323	ZBT44_HUMAN
ENSG00000161558	
ENSG00000139656	SMIM2_HUMAN
ENSG00000132334	PTPRE_HUMAN
ENSG00000005884	
ENSG00000230708	
ENSG00000132334	
ENSG00000268351	
ENSG00000075388	FGF4_HUMAN
ENSG00000196323	
ENSG00000068878	
ENSG00000125414	MYH2_HUMAN
ENSG00000215641	TRI27_HUMAN
ENSG00000206286	
ENSG00000102898	NTF2_HUMAN
ENSG00000230514	
ENSG00000119121	TRPM6_HUMAN
ENSG00000102098	SCML2_HUMAN
ENSG00000005889	
ENSG00000102898	
ENSG00000215641	
ENSG00000160323	ATS13_HUMAN
ENSG00000119121	
ENSG00000174839	DEN6A_HUMAN
ENSG00000182687	GALR2_HUMAN
ENSG00000174839	
ENSG00000108255	CRBA1_HUMAN
ENSG00000230336	PO5F1_HUMAN
ENSG00000108255	
ENSG00000215067	
ENSG00000230336	
ENSG00000174339	OR2Y1_HUMAN
ENSG00000160323	
ENSG00000100296	THOC5_HUMAN
ENSG00000005889	ZFX_HUMAN
ENSG00000100575	TIM9_HUMAN
ENSG00000255470	
ENSG00000067836	ROGDI_HUMAN
ENSG00000184371	
ENSG00000179817	MRGX4_HUMAN
ENSG00000103089	FA2H_HUMAN
ENSG00000103089	
ENSG00000145103	ILDR1_HUMAN
ENSG00000100296	
ENSG00000100473	COCH_HUMAN
ENSG00000189332	YK019_HUMAN
ENSG00000181481	RN135_HUMAN
ENSG00000128789	PSMG2_HUMAN
ENSG00000174938	SE6L2_HUMAN
ENSG00000230514	RAGE_HUMAN
ENSG00000067836	
ENSG00000128789	
ENSG00000100473	
ENSG00000130307	USBP1_HUMAN
ENSG00000164600	NDF6_HUMAN
ENSG00000181481	
ENSG00000157107	FCHO2_HUMAN
ENSG00000173366	
ENSG00000130307	
ENSG00000157107	
ENSG00000151778	
ENSG00000131446	MGAT1_HUMAN
ENSG00000184371	CSF1_HUMAN
ENSG00000086504	RM28_HUMAN
ENSG00000151778	SERP2_HUMAN
ENSG00000219626	
ENSG00000137710	RADI_HUMAN
ENSG00000086504	
ENSG00000174938	
ENSG00000148965	SAA4_HUMAN
ENSG00000103549	
ENSG00000231002	TRI26_HUMAN
ENSG00000101194	S17A9_HUMAN
ENSG00000131446	
ENSG00000100575	
ENSG00000203880	PCMD2_HUMAN
ENSG00000138964	PARVG_HUMAN
ENSG00000203880	
ENSG00000125835	RSMB_HUMAN
ENSG00000138964	
ENSG00000231002	
ENSG00000206286	VPS52_HUMAN
ENSG00000067191	CACB1_HUMAN
ENSG00000125835	
ENSG00000101194	
ENSG00000146826	
ENSG00000125656	CLPP_HUMAN
ENSG00000258539	
ENSG00000177599	ZN491_HUMAN
ENSG00000126561	STA5A_HUMAN
ENSG00000177599	
ENSG00000133606	MKRN1_HUMAN
ENSG00000125656	
ENSG00000137710	
ENSG00000126561	
ENSG00000005884	ITA3_HUMAN
ENSG00000102804	T22D1_HUMAN
ENSG00000266964	PLM_HUMAN
ENSG00000133606	
ENSG00000241685	
ENSG00000130783	CCD62_HUMAN
ENSG00000103241	FOXF1_HUMAN
ENSG00000145743	FXL17_HUMAN
ENSG00000145414	
ENSG00000104886	
ENSG00000102804	
ENSG00000146826	CG043_HUMAN
ENSG00000116698	
ENSG00000185619	
ENSG00000145414	NAF1_HUMAN
ENSG00000104886	PKHJ1_HUMAN
ENSG00000176049	
ENSG00000023734	
ENSG00000158863	
ENSG00000266964	
ENSG00000176049	JKIP2_HUMAN
ENSG00000175175	PPM1E_HUMAN
ENSG00000183307	CECR6_HUMAN
ENSG00000185619	PCGF3_HUMAN
ENSG00000235478	
ENSG00000130783	
ENSG00000103549	BRE1B_HUMAN
ENSG00000181374	CCL13_HUMAN
ENSG00000023734	STRAP_HUMAN
ENSG00000181374	
ENSG00000184613	NELL2_HUMAN
ENSG00000132963	POMP_HUMAN
ENSG00000124721	
ENSG00000241685	ARC1A_HUMAN
ENSG00000184613	
ENSG00000186895	FGF3_HUMAN
ENSG00000100722	ZC3HE_HUMAN
ENSG00000154781	CC174_HUMAN
ENSG00000154781	
ENSG00000164258	
ENSG00000165695	KAD8_HUMAN
ENSG00000239329	
ENSG00000158863	F16B2_HUMAN
ENSG00000124721	DYH8_HUMAN
ENSG00000154096	THY1_HUMAN
ENSG00000189319	FA53B_HUMAN
ENSG00000106331	PAX4_HUMAN
ENSG00000260170	
ENSG00000164258	NDUS4_HUMAN
ENSG00000154096	
ENSG00000106331	
ENSG00000239329	DMB_HUMAN
ENSG00000105750	
ENSG00000184307	ZDH23_HUMAN
ENSG00000146776	AT7L1_HUMAN
ENSG00000115129	QORX_HUMAN
ENSG00000184307	
ENSG00000171295	ZN440_HUMAN
ENSG00000105750	ZNF85_HUMAN
ENSG00000171295	
ENSG00000146776	
ENSG00000180347	
ENSG00000100722	
ENSG00000080345	RIF1_HUMAN
ENSG00000106683	
ENSG00000069998	CECR5_HUMAN
ENSG00000106683	LIMK1_HUMAN
ENSG00000164040	PGRC2_HUMAN
ENSG00000115129	
ENSG00000175514	GP152_HUMAN
ENSG00000111775	CX6A1_HUMAN
ENSG00000164040	
ENSG00000111780	
ENSG00000080345	
ENSG00000123552	UBP45_HUMAN
ENSG00000180347	CC129_HUMAN
ENSG00000116698	SMG7_HUMAN
ENSG00000069998	
ENSG00000124562	RU1C_HUMAN
ENSG00000168710	SAHH2_HUMAN
ENSG00000123552	
ENSG00000170855	TRIA1_HUMAN
ENSG00000124562	
ENSG00000175544	CABP4_HUMAN
ENSG00000067992	PDK3_HUMAN
ENSG00000185305	
ENSG00000259075	
ENSG00000175544	
ENSG00000175040	CHST2_HUMAN
ENSG00000185305	ARL15_HUMAN
ENSG00000108561	C1QBP_HUMAN
ENSG00000183311	TBB5_HUMAN
ENSG00000108561	
ENSG00000185271	KLH33_HUMAN
ENSG00000111321	
ENSG00000257218	GATC_HUMAN
ENSG00000257218	
ENSG00000183311	
ENSG00000184574	LPAR5_HUMAN
ENSG00000111321	TNR3_HUMAN
ENSG00000112486	CCR6_HUMAN
ENSG00000165188	RN183_HUMAN
ENSG00000136895	
ENSG00000225553	
ENSG00000137767	SQRD_HUMAN
ENSG00000137767	
ENSG00000171291	ZN439_HUMAN
ENSG00000108839	LOX12_HUMAN
ENSG00000257594	GALT4_HUMAN
ENSG00000100038	TOP3B_HUMAN
ENSG00000108839	
ENSG00000171291	
ENSG00000100038	
